sample_id,email_hash,request_id,provider_request_id,true_label,model,provider,model_id,temperature,status,error_type,error_message,parse_error,attempts,latency_seconds,api_status_code,predicted_label,probability,remetente_suspeito,senso_urgencia_medo,solicitacao_dados_sensiveis,links_suspeitos,erros_gramaticais,email_nao_solicitado,saudacao_generica,anexos_suspeitos,formatacao_estranha,oferta_boa_demais,dominio_suspeito,remetente_falsificado,historias_elaboradas,personalizacao_excessiva,falta_contato,conteudo_emocional,inconsistencias_contato,anexos_estranhos,endereco_resposta_diferente,botoes_enganosos,score_risco_geral,score_confianca,score_urgencia,score_solicitacao_sensivel,score_suspeita_links,explanation,contato_ausente_ou_inconsistente
email_15050,54e8c74f8a534a07,groq-compound:email_15050:acc3aa8172a5,req_01kr51ge9nfwwt1d4x4faycerz,phishing,groq-compound,groq,groq/compound,0.0,success,,,,1,32.0727,200,phishing,0.9,1,1,0,0,0,1,1,0,0,1,1,,1,0,,1,,,0,0,9,1,8,0,0,"Email likely phishing due to suspicious sender, urgency, and overly optimistic investment offer",1.0
email_15274,be04c18f016469c7,groq-compound:email_15274:b978890f003d,req_01kr8e8q32etc9xja5823mf138,safe,groq-compound,groq,groq/compound,0.0,success,,,,3,3349.3914,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,2,8,0,0,0,Email appears to be a genuine discussion about SuSE's distro and GPL.,0.0
email_15327,91d2ce4201e23320,groq-compound:email_15327:24e959d90cae,req_01kr9c26pnexk817pxzr21hya7,phishing,groq-compound,groq,groq/compound,0.0,success,,,,1,35.7117,200,phishing,0.9,1,0,0,1,1,1,1,0,1,1,1,,0,0,,0,,,1,0,8,2,1,2,8,Multiple red flags indicating a phishing attempt.,1.0
email_15589,45cc345ccef7691b,groq-compound:email_15589:0d609b4b128b,req_01kr7y3vh2e0arv52m3xddgncz,phishing,groq-compound,groq,groq/compound,0.0,success,,,,1,32.3349,200,phishing,0.8,1,0,0,0,1,1,1,0,1,1,0,,0,0,,0,,,0,0,8,2,3,2,2,Suspicious pharmaceutical offer and generic greeting.,1.0
email_16146,ed832b2e38d6f65c,groq-compound:email_16146:ee553dd9bb23,req_01kr9qv5k4f1vrq1nf9jn7ggv1,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,29.4829,200,safe,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,2,8,2,1,1,Email seems to be properly formatted and does not contain obvious phishing signs.,0.0
email_16323,44c52a572fc606d3,groq-compound:email_16323:bd2ca2934d5b,req_01kqwm86hxe34swtcc9n2npyav,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,29.7505,200,safe,0.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,2,8,3,1,1,Legitimate request for information from a known source.,
email_16447,869c4292a6e0e010,groq-compound:email_16447:d7ac7d67c65c,req_01kr53302fev58p537vck2kbvp,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,27.6018,200,safe,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,1,0,0,0,Email appears to be a legitimate discussion thread.,0.0
email_17110,340c3b85395337c3,groq-compound:email_17110:e11719ff384e,req_01kr51awnceg5vp8fzzfmcwe9n,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,35.3467,200,safe,0.15,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,,,0,0,1,8,1,0,0,"Mensagem parece comunicação interna legítima, sem solicitações suspeitas",0.0
email_17837,feedccd9451ee07d,groq-compound:email_17837:f5d5318a2e99,req_01kr7y7wr2fn0tx1gqdnz6cfay,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,30.5225,200,safe,0.9,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,,,0,0,2,8,1,0,0,"Email appears genuine, specific, no clear phishing signs.",0.0
email_18021,89eb5358e156e033,groq-compound:email_18021:b968df14d639,req_01kr561esye27tg2dw69snsg7w,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,29.906,200,safe,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,1,0,0,0,Conteúdo de discussão de grupo sem sinais de phishing,0.0
email_18055,da9a176d0a510e3f,groq-compound:email_18055:29b21c25b776,req_01kr519tr0eg09tv3yx931wrcd,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,25.7426,200,safe,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,"Email appears to be a academic text, likely a book review.",0.0
email_18201,ee70d0ca31e34f9e,groq-compound:email_18201:f83259e1afc0,req_01kr52qgkafr5tmd49z90fyqmk,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,28.2916,200,safe,0.2,0,0,0,0,0,1,1,0,0,0,0,,0,0,,0,,,0,0,2,4,2,0,2,"Technical article forward, unsolicited, generic greeting, no clear contact; likely safe.",1.0
email_18324,926c4c45aab7782c,groq-compound:email_18324:43b0c600089e,req_01kr534s58fs6t25601grp5t1f,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,29.2664,200,safe,0.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,Legitimate academic call for papers,0.0
email_18569,cc0c3675578b80b9,groq-compound:email_18569:1c6da358009f,req_01kr7y1prpfzw8tjhnnwtw0bdp,phishing,groq-compound,groq,groq/compound,0.0,success,,,,1,32.7422,200,phishing,0.9,1,0,0,0,1,1,0,0,1,1,1,,1,0,,1,,,0,0,8,2,6,3,2,Unsolicited offer with unusually high earnings and strange content.,1.0
email_18583,e08d1f30df21cc1c,groq-compound:email_18583:3605cad96cd6,req_01kr8hmncdez1v79s8mt20ctmc,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,29.4097,200,safe,1.0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,10,0,0,0,Email appears to be a genuine and professional communication.,0.0
email_18622,b504a88c1fd27285,groq-compound:email_18622:358cf09ccef9,req_01kr9qmdznezns3ce5z36tfjeb,safe,groq-compound,groq,groq/compound,0.0,success,,,,1,27.7575,200,safe,0.9,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,,,0,0,2,8,1,0,0,"Email seems safe, minor typo.",0.0
email_00114,15fe7c09e6806aa0,groq-gpt-oss-120b:email_00114:8c8c42d3a311,req_01kqwc7jyxez8tkh8x26t4xcey,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,21.1086,200,phishing,0.86,1,0,0,1,1,1,0,0,1,0,1,0.0,0,0,1.0,1,0.0,0.0,0,0,0,0,0,0,0,"Link suspeito, domínio estranho, email não solicitado, erros e falta de contato indicam phishing.",
email_00205,818ca9dc6b337511,groq-gpt-oss-120b:email_00205:78d30628e0f9,req_01kqwcf7hdenxv3vzkj9vj8qgx,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.132,200,safe,0.85,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email is unsolicited but contains no malicious request or suspicious link; likely safe.,
email_00308,2268d3279b687cac,groq-gpt-oss-120b:email_00308:d514d887d56c,req_01kqwczdn9etatnpcfbx3fw25a,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.6451,200,safe,0.92,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email discusses contract terms, no malicious content or requests.",
email_00497,e7c1c572c8e00594,groq-gpt-oss-120b:email_00497:5a88ab4a9a55,req_01kqwckhfmeq6svzz80v4bhp6b,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.5518,200,phishing,0.62,0,0,0,1,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,10,5,10,"Link desconhecido, erros de texto e email não solicitado indicam possível phishing.",
email_00727,f6275311b3d4f7b2,groq-gpt-oss-120b:email_00727:03f197ad5976,req_01kqwbeevge97bbpwqrg8b7yjx,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.7954,200,safe,0.1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Technical discussion, no data request or urgency, appears legitimate.",
email_00954,9e1a875223b87e25,groq-gpt-oss-120b:email_00954:f1ea811a5a00,req_01kqwd0ms9f7w9hy9m3akq8bp0,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.6031,200,safe,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Mensagem de lista de discussão, sem solicitações, links legítimos, sem erros ou urgência.",
email_00977,a9d372da3e1d571c,groq-gpt-oss-120b:email_00977:12c5d11af653,req_01kqwccmmyf18vjwsqqrjpa43f,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,24.2096,200,phishing,0.65,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,0,0,0,"Texto incoerente, erros gramaticais e formatação estranha indicam possível phishing.",
email_01304,ed5cbee322ba06fd,groq-gpt-oss-120b:email_01304:21292035df39,req_01kqwcsrtvf5c9wp4z3843xdhw,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,21.3049,200,safe,0.92,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,0,0,0,"Email is academic discussion, no phishing indicators.",
email_01323,25e3e561b36bcb27,groq-gpt-oss-120b:email_01323:c85deaa447cf,req_01kqwc4kr6ey58gnkht9s71fwq,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.8748,200,phishing,0.95,1,1,1,1,1,1,1,0,1,1,1,1.0,1,0,1.0,1,1.0,0.0,0,0,0,0,0,0,0,"Unsolicited refinance offer, urgent tone, suspicious link, many errors, likely phishing.",
email_01396,4150f5757f5b1ac4,groq-gpt-oss-120b:email_01396:4fb2fbf76e3e,req_01kqwcn9f6e65afkf0x4xwsy36,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.7373,200,safe,0.78,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email seems legitimate with Stanford domain, but poor formatting and unsolicited nature raise minor concerns.",
email_01489,d23e460567ec117e,groq-gpt-oss-120b:email_01489:bc2a85c6651d,req_01kqwcm41me60vbs8ja2yhaqxw,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.3805,200,phishing,0.95,1,0,0,0,1,1,1,0,1,1,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email unsolicited, many typos, generic greeting, cheap software offer; typical scam.",
email_01668,97bd723d4285c893,groq-gpt-oss-120b:email_01668:6710561367d5,req_01kqwc5qd7e1mbwqj7ym7kq2h9,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.6066,200,phishing,0.96,1,1,0,1,1,1,0,0,1,1,1,1.0,0,0,1.0,1,0.0,0.0,0,1,10,10,10,0,10,"Spam ad with urgent language, bad grammar, suspicious links, unrealistic offer, no contact info.",
email_01940,b9d66f99a561d4c9,groq-gpt-oss-120b:email_01940:f23d4b15218d,req_01kqwbqmqmecgbjw2awvj432bb,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,21.9532,200,phishing,0.92,1,1,0,0,1,1,0,0,1,1,0,0.0,0,0,1.0,1,0.0,0.0,0,0,0,0,0,0,0,"Spam de promoção de ações com erros, linguagem urgente e sem solicitação, típico de phishing.",
email_02504,9d60b651989d3261,groq-gpt-oss-120b:email_02504:1c3d9ca8e597,req_01kqwcvzrpe7rve9zdq2d81g2g,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,22.7902,200,phishing,0.9,1,0,0,1,1,1,1,0,1,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Unsolicited adult ad with suspicious link, poor grammar, no personalization, many red flags.",
email_02505,97aaee9a44d516ca,groq-gpt-oss-120b:email_02505:f9cf5533b5e0,req_01kqwbv83aestrdbk2aff6rr5w,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.6364,200,safe,0.96,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is academic discussion, no phishing cues.",
email_02636,2fe395647995e735,groq-gpt-oss-120b:email_02636:185f341e37f3,req_01kqwbf35yfsf8dnf6cvk12sfw,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.7248,200,safe,0.95,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,5,5,5,"Email appears to be a legitimate academic conference call for abstracts, no phishing indicators.",
email_02687,0fcd1fb935256ada,groq-gpt-oss-120b:email_02687:16bc03359192,req_01kqwcatbde3ety2t4gtn6h3dd,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.8775,200,phishing,0.95,1,1,0,1,1,1,1,0,1,1,1,0.0,0,0,1.0,1,0.0,0.0,0,0,10,10,10,10,10,"Spam with suspicious IP link, many grammar errors, urgent tone, unsolicited offer.",
email_02830,2e1015929ac4736c,groq-gpt-oss-120b:email_02830:7685212c4aaf,req_01kqwc0pxxef9s8zge2pxn4dta,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.3504,200,safe,0.92,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email is a simple mailing list reply with no malicious content or requests.,
email_02960,a87e2f93bb2dea7e,groq-gpt-oss-120b:email_02960:35d82f75188c,req_01kqwcx4fmf6nrn99yk778w0yj,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.56,200,safe,0.2,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,,
email_03936,2e1cfa82b035c26c,groq-gpt-oss-120b:email_03936:97b742e388e7,req_01kqwbnxhcfvp9hsdfm1xahcrt,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.7525,200,safe,0.95,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,10,0,0,0,"Email vazio, sem indícios de phishing.",
email_03946,da43452b19dadba2,groq-gpt-oss-120b:email_03946:8dc30ccf050c,req_01kqwcy7xbe8cajrmp77xmmfjb,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.5275,200,phishing,0.94,1,0,1,0,1,1,1,0,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,"Oferta de localização paga pedindo SSN, erros, formatação estranha e urgência, típico phishing.",
email_04643,3263584838324ab5,groq-gpt-oss-120b:email_04643:6ac1fd52903b,req_01kqwbftd5fsqsg5pdb0pe544e,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.764,200,safe,0.92,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,5,5,5,"Email appears internal, no malicious links or data request; formatting odd but otherwise benign.",
email_04652,38dfdf62cb535f14,groq-gpt-oss-120b:email_04652:41b432baeffb,req_01kqwcntvve69t7djvxn7j1dbv,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.061,200,safe,0.15,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email appears to be a routine internal update with no malicious request; only formatting/grammar oddities.,
email_04781,ae50b92ade5c4aa6,groq-gpt-oss-120b:email_04781:106ac3d0b494,req_01kqwbx21qfy1v3byzh33pnvaa,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.226,200,safe,0.92,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,5,5,5,"Internal corporate invitation, no suspicious content or requests.",
email_04817,0d07175b7afe4acd,groq-gpt-oss-120b:email_04817:35a62f0019e3,req_01kqwc2bs7ex3t02dct4b98rj3,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.7742,200,phishing,0.92,1,0,0,0,1,1,1,1,1,0,0,0.0,0,0,0.0,0,0.0,1.0,0,0,10,10,0,0,0,"Email unsolicited, generic greeting, suspicious .doc attachment, grammar errors, likely phishing.",
email_05133,fba6e9ba0618f4cf,groq-gpt-oss-120b:email_05133:a65cda606f1c,req_01kqwbgdy5e9pvvccr4n4kew14,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.3987,200,safe,0.95,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,5,0,0,"Email is a benign request for software advice, no suspicious content or links.",
email_05150,bf2c289b67fc70ee,groq-gpt-oss-120b:email_05150:10d8b01f3512,req_01kqwb9vryfqqvveadpvkmv0ec,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,3.2231,200,safe,0.92,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email appears to be internal corporate discussion, no malicious links or data requests.",
email_05220,b931a653ac2a87c1,groq-gpt-oss-120b:email_05220:14c2af58788c,req_01kqwc6yypek2bw9e6t1s1nkzk,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.782,200,phishing,0.94,1,1,0,1,1,1,1,0,1,1,1,1.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Unsolicited cash giveaway, urgent language, suspicious links and poor grammar indicate phishing.",
email_05398,d2162d66ef1889a2,groq-gpt-oss-120b:email_05398:b4b42a8f9c0a,req_01kqwbzmkeevsr8j8e7k53bw0v,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.8156,200,safe,0.96,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Mensagem curta sem pedido, links ou dados; parece inocente, não phishing.",
email_05685,845fe6ece191e34b,groq-gpt-oss-120b:email_05685:2f32efe3a574,req_01kqwbpe30fvsaxabxgqh6bp1v,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.0897,200,phishing,0.94,1,1,0,1,1,1,0,0,1,1,1,1.0,0,0,1.0,1,0.0,0.0,0,0,0,0,0,0,0,"Email garbled, urgent cheap Cialis offer, suspicious link and domain, many errors → phishing.",
email_05995,c8b916510ed42818,groq-gpt-oss-120b:email_05995:adf0b15ad2f2,req_01kqwcqt4aerav2f8yzvjjwfq4,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.2507,200,phishing,0.92,1,0,0,1,1,1,0,0,1,1,1,1.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email tem link suspeito, erros, oferta exagerada e domínio estranho, típico de phishing.",
email_06033,37c0cf7fd50ed283,groq-gpt-oss-120b:email_06033:c99894af44dd,req_01kqwc1rfheftr9mvghet3kqx6,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.5821,200,safe,0.95,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Convite informal sem solicitações suspeitas; apenas erros gramaticais e formatação estranha.,
email_06713,a0cd2aae75b74ef6,groq-gpt-oss-120b:email_06713:be2590d46e96,req_01kqwcgg7vep7az0t8w5gzw4qz,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,24.6994,200,safe,0.15,1,0,0,1,1,1,0,0,1,0,1,0.0,0,0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,"Email unsolicited, odd formatting, suspicious domains and links, but no data request.",
email_06725,b4d8fb82e78cf583,groq-gpt-oss-120b:email_06725:21aa85a6a275,req_01kqwcbx57emyr0j7kmwfw4ntv,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.2243,200,safe,0.25,0,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Unsolicited academic call, generic greeting, odd formatting but no malicious links or data request.",
email_06794,c8f3eaa2c3d745ea,groq-gpt-oss-120b:email_06794:5e960fc2a3bc,req_01kqwbh0xvenw8e93e95smad02,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.1582,200,phishing,0.95,1,1,0,0,1,1,1,0,1,1,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Spam drug sale with many errors, urgent tone, no greeting, unsolicited, unrealistic offers.",
email_06835,e35f1ced7465cd36,groq-gpt-oss-120b:email_06835:c9d3661ffcf9,req_01kqwbnbsefvftzxwq3y4m61as,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.834,200,safe,0.92,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email contains transaction details, no request for data or links; appears legitimate.",
email_07246,adaefe98c93c4d12,groq-gpt-oss-120b:email_07246:b6ef495a3c20,req_01kqwc84snekqbt7dhesj90vab,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,16.5698,200,safe,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"No request for data, no links, appears as routine internal report.",
email_07255,356154d8d43f61ac,groq-gpt-oss-120b:email_07255:36fc53368b2e,req_01kqwbvz9fedrv6mep17zt45bs,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.269,200,phishing,0.92,1,1,0,1,1,1,0,0,1,1,1,0.0,0,0,1.0,1,0.0,0.0,0,0,0,0,0,0,0,"Email tem erros, urgência, link suspeito e oferta exagerada, típico phishing.",
email_07746,adffbf2373387f13,groq-gpt-oss-120b:email_07746:e5bd781dadd5,req_01kqwbjxdrepmrxfvfhrytx00p,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,2,43.1588,200,safe,0.7,0,1,0,0,1,1,0,0,1,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email tem muitos erros, formatação estranha e é não solicitado, mas não pede dados nem contém links.",
email_08238,024282a3379cb734,groq-gpt-oss-120b:email_08238:41b02995ab23,req_01kqwbhkgnft8t847eg3yghjcs,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.9074,200,safe,0.25,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email contains an unrelated link and no request for data; likely safe.,
email_08547,803273217299c58d,groq-gpt-oss-120b:email_08547:7ced98b38748,req_01kqwcenwje4wseyntz4rxkvj9,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.872,200,safe,0.92,0,0,0,0,1,0,1,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Internal timesheet request, no malicious links or data request; minor grammar/formatting issues.",
email_08574,347baa8dc1a55478,groq-gpt-oss-120b:email_08574:9147b6d19cd9,req_01kqwcjx70e5sbeq27b8fx6ngf,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.9049,200,phishing,0.86,0,0,0,0,1,1,1,0,1,1,0,0.0,0,0,1.0,0,0.0,0.0,0,0,10,10,10,0,0,"Unsolicited generic marketing with typos, odd formatting and unrealistic offers.",
email_08633,3a108074a81c2914,groq-gpt-oss-120b:email_08633:00f426af8f40,req_01kqwbpzkeec7a0dra3etywc8w,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.7064,200,phishing,0.97,1,1,0,0,1,1,1,0,1,1,1,1.0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,"Lottery win scam with urgent claim, poor grammar, suspicious domain and generic greeting.",
email_08940,da797acef801eb79,groq-gpt-oss-120b:email_08940:a45b44f54175,req_01kqwcpj27f4c8nj4r3w58ndbx,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,23.9869,200,phishing,0.35,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,10,10,10,5,5,"Texto promocional sem saudação, erros e formatação estranha sugerem phishing.",
email_08962,7ef3880b2eb2fb62,groq-gpt-oss-120b:email_08962:3dc035718a90,req_01kqwcv8zbes5ve7wxd1d2etfe,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,24.4931,200,safe,0.2,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email lacks malicious links or data requests; minor grammar issues but overall appears legitimate.,
email_09057,8b204dc48f54de4a,groq-gpt-oss-120b:email_09057:b9c5fb8f0ae8,req_01kqwc2x12e0c83ksse9pxykw6,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,17.1821,200,safe,0.96,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email is a typical mailing list discussion about software, no phishing indicators.",
email_09271,ae613d4e15ec8661,groq-gpt-oss-120b:email_09271:2a7dc3e7abb2,req_01kqwcmpxweqhsnkcbpwxfwprm,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,18.3992,200,phishing,0.95,1,1,0,1,1,1,1,0,1,1,1,1.0,1,0,1.0,1,0.0,0.0,0,1,0,0,0,0,0,"Spam health miracle email with generic greeting, urgent tone, many red flags, suspicious links.",
email_09382,cd2985ff23294c2e,groq-gpt-oss-120b:email_09382:37a12f1f7b50,req_01kqwcyw83e8ka96d1e5k9a6cf,phishing,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.406,200,phishing,0.95,1,0,0,1,1,1,1,0,1,1,1,1.0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,"Unsolicited email with generic greeting, many errors, 90% discount, suspicious link and domain.",
email_09837,d226b9e5acef2423,groq-gpt-oss-120b:email_09837:8cb226d0fa2d,req_01kqwc6c16e1s9mkeygp0dvpf9,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,20.1883,200,safe,0.96,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,Email is a normal mailing list discussion with no phishing indicators.,
email_09844,b1735000303bc736,groq-gpt-oss-120b:email_09844:af57a3e2b237,req_01kqwcwjqbesmsmy651rxxyvpq,safe,groq-gpt-oss-120b,groq,openai/gpt-oss-120b,0.0,success,,,,1,19.5177,200,safe,0.96,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,"Email interno sobre código, sem solicitações suspeitas ou links; parece legítimo.",
